,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size
523,102,NCBP1-NCBP3 complex,['NCBP3'],0.07142857142857142,0.01494508043177866,2
524,102,INIP-INTS3-NABP1 complex,['NABP1'],0.07142857142857142,0.02233959457330955,3
525,102,HIC1-PCL3L-PCR2 complex,['PHF19'],0.07142857142857142,0.03697424149094729,5
526,102,SLN-PLN-SERCA2A complex,['ATP2A2'],0.07142857142857142,0.02233959457330955,3
527,102,ILK-SERCA2A-PLN complex,['ATP2A2'],0.07142857142857142,0.02233959457330955,3
528,102,CTNNB1-GSK3B-PHF19 complex,['PHF19'],0.07142857142857142,0.02233959457330955,3
529,102,COG1-COG8-COG5-COG6-COG7 subcomplex,['COG6'],0.07142857142857142,0.03697424149094729,5
530,102,COG5-COG6-COG7 subcomplex,['COG6'],0.07142857142857142,0.02233959457330955,3
531,102,"COG subcomplex (COG5, COG6, COG7, COG8)",['COG6'],0.07142857142857142,0.029682537532522896,4
532,102,SERCA-PLN complex,['ATP2A2'],0.07142857142857142,0.01494508043177866,2
533,105,ERCC1-ERCC4-MSH2 complex,"['ERCC1', 'ERCC4']",0.05263157894736842,0.0011951586812525457,3
534,105,XPA-ERCC1-ERCC4 complex,"['ERCC1', 'ERCC4']",0.05263157894736842,0.0011951586812525457,3
535,105,FA complex (Fanconi anemia complex),"['FANCF', 'FANCE', 'FANCL', 'FANCB']",0.10526315789473684,4.35512395680901e-05,11
536,105,FA core complex 1,"['FANCF', 'FANCE']",0.05263157894736842,0.0038821753525665422,5
537,105,RAD52-ERCC4-ERCC1 complex,"['ERCC1', 'ERCC4']",0.05263157894736842,0.0011951586812525457,3
538,105,"Ubiquitin ligase (UBE2N, UBE2V2)",['UBE2N'],0.02631578947368421,0.0403034368575662,2
539,105,Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A),['UBE2N'],0.02631578947368421,0.0403034368575662,2
540,105,AKT1-FANCI-FANCD2-PHLPP1-PHLPP2-USP1-WDR48 complex,"['FANCI', 'FANCD2']",0.05263157894736842,0.007944991589542198,7
541,105,Fanconi anemia FAAP100 complex,"['FANCE', 'FANCL', 'FANCF', 'FANCM', 'FANCB']",0.13157894736842105,6.244965971231019e-07,10
542,105,FA core complex (Fanconi anemia core complex),"['FANCF', 'FANCE', 'FANCM', 'FANCB']",0.10526315789473684,4.89873638587732e-06,7
543,105,L-B-P100 subcomplex,"['FANCL', 'FANCB']",0.05263157894736842,0.0011951586812525457,3
544,105,OTUB1-UBC13-MMS2 complex,"['OTUB1', 'UBE2N']",0.05263157894736842,0.0011951586812525457,3
545,105,FANCI-FANCD2 complex,"['FANCI', 'FANCD2']",0.05263157894736842,0.00040357974661162365,2
546,105,AR-USP10 complex,['USP10'],0.02631578947368421,0.0403034368575662,2
547,105,CTNNB1-GID8 complex,['GID8'],0.02631578947368421,0.0403034368575662,2
548,105,BRAFT complex,"['FANCF', 'FANCE', 'FANCL']",0.07894736842105263,0.0011477675900428063,11
549,106,STIP-USP7-Mdm2 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
550,106,STIP-USP7-p53 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
551,106,ESR1-MDM4 complex,['MDM4'],0.06666666666666667,0.016008280560832325,2
552,106,USP7-MAGEL2-TRIM27 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
553,106,DAXX-MDM2-USP7 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
554,106,Prefoldin complex,['PFDN5'],0.06666666666666667,0.0473098611577199,6
555,106,TP53-TSPY1-USP7 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
556,106,TSPY1-TSPYL5-USP7 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
557,106,KMT2E-OGT-USP7 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
558,106,METAP2-PDE4A complex,['METAP2'],0.06666666666666667,0.016008280560832325,2
559,106,DNMT1-UHRF1-USP7 complex,['USP7'],0.06666666666666667,0.023922423076428848,3
560,106,DNMT1-associated protein complex,['USP7'],0.06666666666666667,0.0473098611577199,6
561,106,MDM2-MDM4-TP53 complex,['MDM4'],0.06666666666666667,0.023922423076428848,3
562,107,"MICOS subcomplex (CHCHD3, IMMT, MICOS10), mitochondrial","['MICOS10', 'IMMT']",0.011299435028248588,0.025147605176400488,3
563,107,EXT1-EXT2 complex,"['EXT1', 'EXT2']",0.011299435028248588,0.008941903461198648,2
564,107,HUSH complex,"['PPHLN1', 'TASOR']",0.011299435028248588,0.025147605176400488,3
565,108,EGLN1-LIMD1-VHL complex,"['EGLN1', 'VHL']",0.029411764705882353,0.0038307174711017327,3
566,108,"Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)","['CUL3', 'COMMD8', 'CCDC22']",0.04411764705882353,4.627994748173427e-05,3
567,108,COMMD1-CCDC22-CCDC93-C16orf62 complex,"['CCDC93', 'CCDC22']",0.029411764705882353,0.007481156670387547,4
568,108,CCDC22-CCDC93-C16orf62 complex,"['CCDC93', 'CCDC22']",0.029411764705882353,0.0038307174711017327,3
569,108,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,"['CCDC93', 'CCDC22']",0.029411764705882353,0.012175978098991307,5
570,108,"CCC-Wash (WASH1, FAM21C) complex","['COMMD10', 'COMMD7', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.08823529411764706,7.234743279408186e-06,15
571,108,mTORC2 complex (PROTOR1),"['MLST8', 'RICTOR', 'MAPKAP1']",0.04411764705882353,0.0004389245274819022,5
572,108,mTORC2 complex (PROTOR2),"['MLST8', 'RICTOR', 'MAPKAP1']",0.04411764705882353,0.0004389245274819022,5
573,108,EGLN1-HIF1A-PLD1-VHL complex,"['EGLN1', 'VHL']",0.029411764705882353,0.007481156670387547,4
574,108,CCDC22-COMMD8-CUL1 complex,"['COMMD8', 'CCDC22']",0.029411764705882353,0.0038307174711017327,3
575,108,EGLN1-HIF1A-LIMD1-RHOBTB3 complex,"['EGLN1', 'VHL']",0.029411764705882353,0.012175978098991307,5
576,108,AKAP9-EGLN1-HIF1A-VHL complex,"['EGLN1', 'VHL']",0.029411764705882353,0.007481156670387547,4
577,108,"mTORC2 complex  (MAPKAP1, MLST8, MTOR, RICTOR)","['MLST8', 'RICTOR', 'MAPKAP1']",0.04411764705882353,0.0001802782718159188,4
578,108,"mTOR2 complex (MTOR, RICTOR, MLST8)","['MLST8', 'RICTOR']",0.029411764705882353,0.0038307174711017327,3
579,108,Arp2/3 protein complex,"['ACTR3', 'ARPC2', 'ACTR2', 'ARPC3', 'ARPC1B']",0.07352941176470588,1.0995354015794652e-06,7
580,108,CUL2-ELOB-EGLN1-LIMD1-VHL complex,"['EGLN1', 'VHL']",0.029411764705882353,0.012175978098991307,5
581,108,CCC complex,"['COMMD10', 'COMMD7', 'COMMD8', 'CCDC93', 'CCDC22', 'COMMD4']",0.08823529411764706,2.6282726273850313e-06,13
582,109,PCNA-CHL12-RFC2-5 complex,['CHTF18'],0.1111111111111111,0.028614949842905024,6
583,109,ITGA2b-ITGB3-TLN1 complex,['TLN1'],0.1111111111111111,0.014399779966165569,3
584,109,CHTF18-RFC2-5 complex,['CHTF18'],0.1111111111111111,0.023896943662973114,5
585,109,ITGAM-ITGB2-CD11 complex,['ITGB2'],0.1111111111111111,0.014399779966165569,3
586,109,ABL2-HRAS-RIN1 complex,['HRAS'],0.1111111111111111,0.014399779966165569,3
587,109,CTF18-CTF8-DCC1-RFC3 complex,['CHTF18'],0.1111111111111111,0.019158579311822493,4
588,109,CTF18-CTF8-DCC1 complex,['CHTF18'],0.1111111111111111,0.014399779966165569,3
589,109,ITGA5-ITGB1-TACSTD2-TLN1 complex,['TLN1'],0.1111111111111111,0.019158579311822493,4
590,109,ITGAL-ITGB2-ICAM1 complex,['ITGB2'],0.1111111111111111,0.014399779966165569,3
591,109,CTF18-cohesion-RFC-POLH complex,['CHTF18'],0.1111111111111111,0.03799019374450962,8
592,109,HRAS-RAF1 complex,['HRAS'],0.1111111111111111,0.00962046855436357,2
593,109,DGKZ-RASGRP1-HRAS complex,['HRAS'],0.1111111111111111,0.014399779966165569,3
594,109,DDX11-Ctf18-RFC complex,['CHTF18'],0.1111111111111111,0.028614949842905024,6
595,109,PTK2-THSD1-TLN1-VCL complex ,['TLN1'],0.1111111111111111,0.019158579311822493,4
596,109,ITGB2-RACK1 complex,['ITGB2'],0.1111111111111111,0.00962046855436357,2
597,109,AURKA-HRAS-RAF1 complex,['HRAS'],0.1111111111111111,0.014399779966165569,3
598,109,CD17-ITGAM-ITGB2 complex,['ITGB2'],0.1111111111111111,0.014399779966165569,3
599,109,HRAS-IRAK1-IRAK2-TRAF6 complex,['HRAS'],0.1111111111111111,0.019158579311822493,4
600,109,HRAS-PPP1CC-SHOC2 complex,['HRAS'],0.1111111111111111,0.014399779966165569,3
601,109,CTF18-cohesion-RFC complex,['CHTF18'],0.1111111111111111,0.03331267442722199,7
602,111,KMT2E-OGT-USP7 complex,"['USP7', 'KMT2E']",0.010471204188481676,0.029138890498653185,3
603,111,XPA-ERCC1-ERCC4 complex,"['ERCC1', 'ERCC4']",0.010471204188481676,0.029138890498653185,3
604,111,ERCC1-ERCC4-MSH2 complex,"['ERCC1', 'ERCC4']",0.010471204188481676,0.029138890498653185,3
605,111,BCL10-MALT1 complex,"['BCL10', 'MALT1']",0.010471204188481676,0.010416720486867582,2
606,111,L-B-P100 subcomplex,"['FANCL', 'FANCB']",0.010471204188481676,0.029138890498653185,3
607,111,DHX9-SND1-STAT6 complex,"['SND1', 'STAT6']",0.010471204188481676,0.029138890498653185,3
608,111,LCP2-PLCG1-VAV1 complex,"['PLCG1', 'VAV1']",0.010471204188481676,0.029138890498653185,3
609,111,ITK-LCP2-PLCG1 complex,"['ITK', 'PLCG1']",0.010471204188481676,0.029138890498653185,3
610,111,CBL-LAT-PLCG1 complex,"['PLCG1', 'LAT']",0.010471204188481676,0.029138890498653185,3
611,111,LAT-LCK-LCP2-PLCG1 complex,"['PLCG1', 'LCK', 'LAT']",0.015706806282722512,0.0039031329049775835,4
612,111,p300-CBP-p270 complex,"['CREBBP', 'EP300']",0.010471204188481676,0.029138890498653185,3
613,111,CARMA1-BCL10-MALT1 complex,"['BCL10', 'MALT1']",0.010471204188481676,0.029138890498653185,3
614,111,LAT-VAV1 multiprotein complex,"['PLCG1', 'VAV1', 'LAT']",0.015706806282722512,0.027041348052522302,7
615,111,RAD52-ERCC4-ERCC1 complex,"['ERCC1', 'ERCC4']",0.010471204188481676,0.029138890498653185,3
616,111,CASP8-CHUK-IKBKB-MALT1-BCL10 complex,"['MALT1', 'BCL10', 'IKBKB']",0.015706806282722512,0.009023431547172632,5
617,111,BCL10-CARD14-MALT1 complex,"['BCL10', 'MALT1']",0.010471204188481676,0.029138890498653185,3
618,112,HRD1 complex,['AUP1'],0.2,0.03437006150579571,13
619,112,AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,['AUP1'],0.2,0.013333150070021341,5
620,112,MRC2-PLAU-PLAUR complex,['MRC2'],0.2,0.008017066363201613,3
621,112,ENTR1-GIT1-PTPN13 complex,['ENTR1'],0.2,0.008017066363201613,3
