,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,best_described_by
275,41,CL:11065,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'NDUFAF3', 'BCS1L', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'COX19', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.3076923076923077,1.8360598060306785e-14,160,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
276,41,CL:11330,"['BCS1L', 'COA7', 'COA5', 'COX17', 'COX19', 'COX15', 'COA3', 'SCO2', 'COX18', 'SCO1', 'COX16']",0.08461538461538462,1.4122671442505796e-07,24,"Respiratory chain complex IV assembly, and Mitochondrial splicing suppressor 51-like, C-terminal domain"
277,41,CL:11266,"['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1E', 'ATP5F1A']",0.038461538461538464,0.012451129634344568,21,Mitochondrial proton-transporting ATP synthase complex
278,41,CL:11268,"['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1E', 'ATP5F1A']",0.038461538461538464,0.0035451832182761627,16,Mitochondrial proton-transporting ATP synthase complex
279,41,CL:11052,"['NDUFB9', 'ATP5MF', 'CYC1', 'PDSS1', 'NDUFAF6', 'SLC25A26', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'IBA57', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'HMBS', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'NFU1', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COQ6', 'COX16']",0.38461538461538464,0.0001493509508472292,455,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
280,41,CL:11053,"['NDUFB9', 'ATP5MF', 'CYC1', 'PDSS1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'IBA57', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'HMBS', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'NFU1', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COQ6', 'COX16']",0.3769230769230769,5.153204710517349e-05,426,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
281,41,CL:11054,"['NDUFB9', 'ATP5MF', 'CYC1', 'PDSS1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'IBA57', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'HMBS', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'NFU1', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COQ6', 'COX16']",0.3769230769230769,3.675497163282762e-05,421,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
282,41,CL:11055,"['NDUFB9', 'ATP5MF', 'CYC1', 'PDSS1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'IBA57', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'HMBS', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'NFU1', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COQ6', 'COX16']",0.3769230769230769,1.0910280238993666e-05,404,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrion organization"
283,41,CL:11063,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'COX19', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.3153846153846154,2.429879945661629e-14,169,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
284,41,CL:11061,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'COX19', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.3153846153846154,2.5796327558071786e-13,180,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex"
285,41,CL:11060,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.33076923076923076,9.199834412503292e-08,284,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
286,41,CL:11059,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.3384615384615385,6.30280347491109e-08,291,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
287,41,CL:11057,"['NDUFB9', 'ATP5MF', 'CYC1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COX16']",0.3384615384615385,2.486910185409464e-07,304,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
288,41,CL:11056,"['NDUFB9', 'ATP5MF', 'CYC1', 'PDSS1', 'NDUFAF6', 'COA5', 'NDUFB2', 'TIMMDC1', 'NDUFS8', 'SCO2', 'NUBPL', 'SCO1', 'ACAD9', 'NDUFA6', 'COA7', 'UQCRQ', 'NDUFC1', 'UQCRB', 'NDUFS7', 'ATP5F1E', 'NDUFS5', 'COX7C', 'NDUFB11', 'COX18', 'COX6C', 'ATP5PO', 'NDUFS2', 'COX17', 'COX15', 'ATPAF2', 'NDUFAF3', 'BCS1L', 'ECSIT', 'RTN4IP1', 'NDUFA8', 'ATP5ME', 'NDUFB6', 'PARL', 'COX19', 'MICOS13', 'ATP5F1A', 'NDUFA9', 'COA3', 'NDUFB4', 'COQ6', 'COX16']",0.35384615384615387,4.182627534949914e-07,331,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
289,45,CL:5447,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,4.161499386301119e-10,10,"mixed, incl. Histone-lysine N-methyltransferase EHMT1/EHMT2, and E2F-DP heterodimerization region"
290,45,CL:4751,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0018046680557311553,386,"Chromatin organization, and Structural constituent of chromatin"
291,45,CL:4750,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0021456296484160062,403,"Chromatin organization, and Structural constituent of chromatin"
292,45,CL:4748,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0190986602304338,695,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
293,45,CL:5355,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,7.278462426640658e-07,56,"PcG protein complex, and Transcriptional Regulation by E2F6"
294,45,CL:5448,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,9.908331872145521e-12,5,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity"
295,45,CL:4753,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0015391080759267826,371,"Chromatin organization, and Structural constituent of chromatin"
296,45,CL:5354,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,1.1804093009243124e-06,63,"mixed, incl. PcG protein complex, and Protein kinase CK2 complex"
297,45,CL:4754,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0014100814414044203,363,"Chromatin organization, and Structural constituent of chromatin"
298,45,CL:4749,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.003523299747266814,456,"Chromatin organization, and Structural constituent of chromatin"
299,45,CL:4752,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0016241227325729524,376,"Chromatin organization, and Structural constituent of chromatin"
300,46,CL:5355,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,7.278462426640658e-07,56,"PcG protein complex, and Transcriptional Regulation by E2F6"
301,46,CL:5447,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,4.161499386301119e-10,10,"mixed, incl. Histone-lysine N-methyltransferase EHMT1/EHMT2, and E2F-DP heterodimerization region"
302,46,CL:4751,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0018046680557311553,386,"Chromatin organization, and Structural constituent of chromatin"
303,46,CL:4748,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0190986602304338,695,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
304,46,CL:4750,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0021456296484160062,403,"Chromatin organization, and Structural constituent of chromatin"
305,46,CL:5448,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,9.908331872145521e-12,5,"Histone-lysine N-methyltransferase EHMT1/EHMT2, and crotonyl-CoA hydratase activity"
306,46,CL:4749,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.003523299747266814,456,"Chromatin organization, and Structural constituent of chromatin"
307,46,CL:4752,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0016241227325729524,376,"Chromatin organization, and Structural constituent of chromatin"
308,46,CL:4753,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0015391080759267826,371,"Chromatin organization, and Structural constituent of chromatin"
309,46,CL:5354,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,1.1804093009243124e-06,63,"mixed, incl. PcG protein complex, and Protein kinase CK2 complex"
310,46,CL:4754,"['EHMT1', 'WIZ', 'EHMT2', 'ZNF644']",1.0,0.0014100814414044203,363,"Chromatin organization, and Structural constituent of chromatin"
311,54,CL:7638,"['DPH6', 'DPH5', 'DPH1']",0.6,9.219705998120576e-08,5,Peptidyl-diphthamide metabolic process
312,54,CL:7612,"['DPH6', 'DPH5', 'DPH1', 'DNAJC24']",0.8,5.11894059096461e-07,35,"mixed, incl. tRNA wobble uridine modification, and Peptidyl-diphthamide metabolic process"
313,54,CL:7651,['DNAJC24'],0.2,0.03437006150579571,13,"mostly uncharacterized, incl. GMP binding, and UPF0606 protein KIAA1549"
314,54,CL:7667,['DNAJC24'],0.2,0.013333150070021341,5,"mixed, incl. GMP binding, and Meesmann corneal dystrophy"
315,54,CL:7611,"['DPH6', 'DPH5', 'DPH1', 'DNAJC24']",0.8,2.42611840201485e-06,51,"mixed, incl. tRNA wobble uridine modification, and tRNA threonylcarbamoyladenosine metabolic process"
316,54,CL:7613,"['DPH6', 'DPH5', 'DPH1']",0.6,8.833450757228946e-06,19,"tRNA wobble uridine modification, and Peptidyl-diphthamide metabolic process"
317,55,CL:22578,['TNNC1'],0.25,0.04841198236179012,23,Striated Muscle Contraction
318,55,CL:22604,['TNNC1'],0.25,0.014925116771325492,7,Troponin complex
319,55,CL:17540,['SYK'],0.25,0.033868318722784826,16,"FCERI mediated Ca+2 mobilization, and B-cell antigen receptor complex-associated protein alpha/beta chain"
320,55,CL:25621,['SLC25A27'],0.25,0.0128032538026046,6,"mixed, incl. Transmembrane protein 230/134, and Torsin 1/2"
321,55,CL:17543,['SYK'],0.25,0.010677964790338947,5,"X-linked agammaglobulinemia, and Serotonin secretion"
322,55,CL:17541,['SYK'],0.25,0.021270186245489178,10,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
323,55,CL:14817,['HPS1'],0.25,0.04012157996191252,19,"BLOC complex, and BORC complex"
324,55,CL:17538,['SYK'],0.25,0.04841198236179012,23,"FCERI mediated Ca+2 mobilization, and B-cell antigen receptor complex-associated protein alpha/beta chain"
325,56,CL:13120,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'VPS35']",0.8333333333333334,0.01839546834284676,930,"mixed, incl. Vesicle-mediated transport, and Amino acids regulate mTORC1"
326,56,CL:14014,['VPS35'],0.08333333333333333,0.03176025086121679,5,"Retromer, tubulation complex"
327,56,CL:13119,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'VPS35']",0.8333333333333334,0.028455196456584703,980,"mixed, incl. Vesicle-mediated transport, and mTOR signaling pathway"
328,56,CL:14601,"['RRAGA', 'LAMTOR2', 'LAMTOR5']",0.25,2.0169157676608062e-06,5,"Ragulator complex, and RagA/B"
329,56,CL:14569,"['LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.6666666666666666,4.104752641471859e-13,28,Amino acids regulate mTORC1
330,56,CL:14600,"['LAMTOR3', 'LAMTOR5', 'RRAGA', 'RRAGC', 'LAMTOR4', 'LAMTOR2']",0.5,3.2888209327984183e-12,10,"Ragulator complex, and Gtr1/RagA G protein"
331,56,CL:14610,"['LAMTOR3', 'LAMTOR4', 'RRAGC']",0.25,2.0169157676608062e-06,5,"Gtr1/RagA G protein, and Ragulator complex"
332,56,CL:14643,['RPTOR'],0.08333333333333333,0.03176025086121679,5,"Positive regulation of pentose-phosphate shunt, and Tetratricopeptide repeat"
333,56,CL:14567,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.75,1.4699257446860495e-12,54,"Amino acids regulate mTORC1, and TORC2 complex"
334,56,CL:14303,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.75,1.202700266282142e-06,238,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
335,56,CL:14565,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.75,9.150684989149333e-10,107,"Amino acids regulate mTORC1, and MTOR signalling"
336,56,CL:13122,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'VPS35']",0.8333333333333334,0.008193839705277766,846,"Vesicle-mediated transport, and Amino acids regulate mTORC1"
337,56,CL:14302,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.75,2.2753266310975043e-06,256,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
338,56,CL:13121,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59', 'VPS35']",0.8333333333333334,0.012552364954538856,889,"mixed, incl. Vesicle-mediated transport, and Amino acids regulate mTORC1"
339,56,CL:7597,['TMEM214'],0.08333333333333333,0.03176025086121679,5,"mixed, incl. TRIC channel, and Autosomal recessive limb-girdle muscular dystrophy type 2X"
340,56,CL:14566,"['RPTOR', 'LAMTOR3', 'RRAGA', 'LAMTOR5', 'FLCN', 'RRAGC', 'LAMTOR4', 'LAMTOR2', 'WDR59']",0.75,1.0049742093907778e-11,66,"MTOR signalling, and Negative regulation of TORC1 signaling"
341,62,CL:16565,['RASAL3'],0.16666666666666666,0.01598263140710507,5,"mixed, incl. Congenital disorder of glycosylation Ig, and SAM/SH3 domain-containing"
342,62,CL:17320,"['CSK', 'WASF2', 'NCKAP1L', 'DOCK2']",0.6666666666666666,0.029826783910335778,438,"mixed, incl. Regulation of actin cytoskeleton, and Transmembrane receptor protein tyrosine kinase signaling pathway"
343,62,CL:18098,['DOCK2'],0.16666666666666666,0.03175182298657702,10,"ELMO, armadillo-like helical domain, and DOCK N-terminus"
344,62,CL:17811,"['WASF2', 'NCKAP1L', 'DOCK2']",0.5,0.009310013510252353,155,"mixed, incl. Regulation of actin dynamics for phagocytic cup formation, and CDC42 GTPase cycle"
345,62,CL:17813,"['WASF2', 'NCKAP1L']",0.3333333333333333,0.021508115060560835,75,"mixed, incl. RHO GTPases Activate WASPs and WAVEs, and Actin nucleation"
346,62,CL:17810,"['WASF2', 'NCKAP1L', 'DOCK2']",0.5,0.017184000782675013,193,"mixed, incl. Actin filament organization, and CDC42 GTPase cycle"
347,62,CL:17815,"['WASF2', 'NCKAP1L']",0.3333333333333333,0.004613962856043769,34,"RHO GTPases Activate WASPs and WAVEs, and Arp2/3 complex-mediated actin nucleation"
348,62,CL:17816,"['WASF2', 'NCKAP1L']",0.3333333333333333,0.0012876486807001594,18,"SCAR complex, and Cytoplasmic protein NCK"
349,62,CL:2461,['SRSF11'],0.16666666666666666,0.03175182298657702,10,"mixed, incl. PWI, domain in splicing factors, and Pre-mRNA-splicing factor 38"
350,62,CL:2464,['SRSF11'],0.16666666666666666,0.01598263140710507,5,"PWI, domain in splicing factors, and Luc7-related"
351,62,CL:17814,"['WASF2', 'NCKAP1L']",0.3333333333333333,0.013572942952197456,59,"mixed, incl. RHO GTPases Activate WASPs and WAVEs, and ADF-H/Gelsolin-like domain superfamily"
352,62,CL:17818,"['WASF2', 'NCKAP1L']",0.3333333333333333,0.0004675523237846892,11,SCAR complex
353,62,CL:17634,['CSK'],0.16666666666666666,0.03175182298657702,10,"mixed, incl. Dok1/2/3, PTB domain, and CSK-like, SH2 domain"
354,62,CL:16550,['RASAL3'],0.16666666666666666,0.04111183873481002,13,"mostly uncharacterized, incl. Protein THEMIS, and Congenital disorder of glycosylation Ig"
355,62,CL:17820,['NCKAP1L'],0.16666666666666666,0.01598263140710507,5,SCAR complex
356,64,CL:33760,['ZNF330'],0.14285714285714285,0.018626417996554002,5,"mixed, incl. Neural crest cell fate specification, and FGFR1 oncogene partner (FOP), N-terminal dimerisation domain"
357,64,CL:30929,['ZDHHC3'],0.14285714285714285,0.018626417996554002,5,"Protein-cysteine S-myristoyltransferase activity, and DHHC palmitoyltransferase"
358,64,CL:30913,['ZDHHC3'],0.14285714285714285,0.04781014399888712,13,DHHC palmitoyltransferase
359,64,CL:28615,['GPAA1'],0.14285714285714285,0.018626417996554002,5,GPI-anchor transamidase complex
360,64,CL:18707,['THAP2'],0.14285714285714285,0.025993271920842435,7,"mixed, incl. Octamer-binding transcription factor, and Host cell factor"
361,64,CL:1240,['ZCCHC8'],0.14285714285714285,0.018626417996554002,5,TRAMP complex
362,64,CL:1204,"['ZCCHC8', 'ZFC3H1']",0.2857142857142857,0.0029374450518343956,23,"Exosome (RNase complex), and TRAMP complex"
363,69,CL:13375,['ERGIC3'],0.16666666666666666,0.019153471477758855,6,"Endoplasmic reticulum vesicle transporter, and Surfeit locus 1/4"
364,69,CL:12760,"['ATP8B1', 'DOP1B']",0.3333333333333333,0.011848576472651194,55,"Ion transport by P-type ATPases, and ATPase dependent transmembrane transport complex"
365,69,CL:12761,"['ATP8B1', 'DOP1B']",0.3333333333333333,0.0031358493530505567,28,"mixed, incl. P-type ATPase, C-terminal, and Protein dopey"
366,69,CL:12792,['DOP1B'],0.16666666666666666,0.019153471477758855,6,"mixed, incl. Protein dopey, and Mon2/Sec7/BIG1-like, HDS"
367,69,CL:14354,['RB1CC1'],0.16666666666666666,0.034880250052856256,11,"SARS-CoV-2 replication organelle formation, and Atg1/ULK1 kinase complex"
368,69,CL:12762,"['ATP8B1', 'DOP1B']",0.3333333333333333,0.0017597619829256977,21,"P-type ATPase, C-terminal, and Protein dopey"
369,69,CL:14366,['RB1CC1'],0.16666666666666666,0.01598263140710507,5,Atg1/ULK1 kinase complex
370,69,CL:12765,['ATP8B1'],0.16666666666666666,0.03800024924449573,12,Phospholipid-translocating ATPase complex
371,69,CL:3085,['MOV10'],0.16666666666666666,0.034880250052856256,11,"RISC-loading complex, and Argonaute hook"
372,69,CL:12768,['ATP8B1'],0.16666666666666666,0.022315792364988013,7,Phospholipid-translocating ATPase complex
373,71,CL:28110,"['DOLPP1', 'ALG8', 'ALG3']",0.75,0.04684412790447923,454,"mixed, incl. Glycoprotein biosynthetic process, and Membrane lipid metabolic process"
374,71,CL:27896,['XRRA1'],0.25,0.033868318722784826,16,"mostly uncharacterized, incl. NACHT domain binding, and Mucolipidosis III gamma"
375,71,CL:28649,['ALG8'],0.25,0.014925116771325492,7,Dolichol-linked oligosaccharide biosynthetic process
376,71,CL:28648,"['DOLPP1', 'ALG8']",0.5,0.00022571418795545615,12,Dolichol-linked oligosaccharide biosynthetic process
377,71,CL:28662,['DOLPP1'],0.25,0.010677964790338947,5,"Defective DPM2 causes DPM2-CDG, and Congenital disorder of glycosylation Im"
378,71,CL:28584,"['DOLPP1', 'ALG8', 'ALG3']",0.75,0.00010573301822415326,57,"GPI anchor metabolic process, and Oligosaccharide-lipid intermediate biosynthetic process"
379,71,CL:28645,"['DOLPP1', 'ALG8', 'ALG3']",0.75,9.515070180140067e-06,26,"Oligosaccharide-lipid intermediate biosynthetic process, and Synthesis of GDP-mannose"
380,71,CL:28684,['ALG3'],0.25,0.010677964790338947,5,"Alg9-like mannosyltransferase family, and Synthesis of dolichyl-phosphate-glucose"
381,71,CL:28111,"['DOLPP1', 'ALG8', 'ALG3']",0.75,0.018066253739653423,324,"Glycosylation, and Sphingolipid metabolism"
382,71,CL:28646,"['DOLPP1', 'ALG8']",0.5,0.0005818726866308762,19,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose"
383,71,CL:28583,"['DOLPP1', 'ALG8', 'ALG3']",0.75,0.0003914826193111501,88,"mixed, incl. GPI anchor metabolic process, and Oligosaccharide-lipid intermediate biosynthetic process"
384,71,CL:27898,['XRRA1'],0.25,0.0128032538026046,6,"mixed, incl. Mucolipidosis III gamma, and Schlafen group 3, DNA/RNA helicase domain"
385,74,CL:493,['EIF4B'],0.1111111111111111,0.023896943662973114,5,"Initiation factor 4G, and RNA strand-exchange activity"
386,74,CL:36717,['ZNF641'],0.1111111111111111,0.023896943662973114,5,"mixed, incl. Domain of unknown function (DUF4600), and Galactose oxidase, central domain"
387,74,CL:31558,['LZTS1'],0.1111111111111111,0.023896943662973114,5,"Leucine zipper putative tumor suppressor, and C-terminal domain of SPAR protein"
388,74,CL:14078,['ADAM19'],0.1111111111111111,0.047284920661234006,10,"Invadopodia formation, and Sorting nexin 9 family"
389,74,CL:8925,['ACYP2'],0.1111111111111111,0.028614949842905024,6,"Acylphosphatase, and Acetate-CoA ligase"
390,74,CL:11025,['PPCDC'],0.1111111111111111,0.028614949842905024,6,Coenzyme A biosynthesis
391,75,CL:3211,['RTRAF'],0.16666666666666666,0.01598263140710507,5,tRNA-splicing ligase complex
392,75,CL:10263,['PGS1'],0.16666666666666666,0.01598263140710507,5,"Cytidylyltransferase family, and CDP-alcohol phosphatidyltransferase"
393,75,CL:14760,['PPA2'],0.16666666666666666,0.019153471477758855,6,"Pyrophosphate hydrolysis, and P-type potassium:proton transporter activity"
394,75,CL:1272,"['TRMT61A', 'METTL1']",0.3333333333333333,0.001594454567241655,20,tRNA methylation
395,75,CL:1269,"['ADAT3', 'TRMT61A', 'METTL1']",0.5,0.00020220623754659388,42,"tRNA modification in the nucleus and cytosol, and Pseudouridine synthase activity"
