,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
20080,ENSG00000181788,SIAH2,Stim48hr,512.0,65,4,69,-13.372425350669143,True,113.6951463054985,False,>10 DE genes,on-target KD,ENSG00000181788,ENSG00000181788_Stim48hr,SIAH2
20081,ENSG00000182010,RTKN2,Stim48hr,2308.0,25,19,44,-4.521405790310447,True,17.89460369839025,False,>10 DE genes,on-target KD,ENSG00000182010,ENSG00000182010_Stim48hr,RTKN2
20083,ENSG00000187257,RSBN1L,Stim48hr,1766.0,9,31,40,-23.42192380610981,True,43.60998369602675,False,>10 DE genes,on-target KD,ENSG00000187257,ENSG00000187257_Stim48hr,RSBN1L
20099,ENSG00000111229,ARPC3,Stim8hr,235.0,644,262,906,-11.771401813390504,True,73.27739473065614,False,>10 DE genes,on-target KD,ENSG00000111229,ENSG00000111229_Stim8hr,ARPC3
20104,ENSG00000119508,NR4A3,Stim8hr,250.0,19,13,32,-6.24013840601749,True,54.919919889170814,False,>10 DE genes,on-target KD,ENSG00000119508,ENSG00000119508_Stim8hr,NR4A3
20108,ENSG00000129968,ABHD17A,Stim8hr,441.0,101,22,123,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000129968,ENSG00000129968_Stim8hr,ABHD17A
20114,ENSG00000148187,MRRF,Stim8hr,397.0,15,24,39,-12.566712936506455,True,43.25502132526183,True,>10 DE genes,on-target KD,ENSG00000148187,ENSG00000148187_Stim8hr,MRRF
20116,ENSG00000151465,CDC123,Stim8hr,349.0,53,3,56,-21.36799293587221,True,290.9326405472667,True,>10 DE genes,on-target KD,ENSG00000151465,ENSG00000151465_Stim8hr,CDC123
20135,ENSG00000198157,HMGN5,Stim8hr,796.0,45,35,80,-3.5173421053560205,True,3.836423398672389,True,>10 DE genes,on-target KD,ENSG00000198157,ENSG00000198157_Stim8hr,HMGN5
20139,ENSG00000009307,CSDE1,Stim8hr,519.0,588,465,1053,-29.370138796098185,True,176.27110812191705,False,>10 DE genes,on-target KD,ENSG00000009307,ENSG00000009307_Stim8hr,CSDE1
20146,ENSG00000106105,GARS,Stim8hr,135.0,43,5,48,-4.219111727620791,True,33.73153271011999,False,>10 DE genes,on-target KD,ENSG00000106105,ENSG00000106105_Stim8hr,GARS1
20163,ENSG00000148950,IMMP1L,Stim8hr,487.0,42,46,88,-8.734796077381665,True,16.222328646560726,True,>10 DE genes,on-target KD,ENSG00000148950,ENSG00000148950_Stim8hr,IMMP1L
20174,ENSG00000170837,GPR27,Stim8hr,498.0,38,7,45,-2.6989462083046005,False,1.6456763155950676,False,>10 DE genes,no on-target KD,ENSG00000170837,ENSG00000170837_Stim8hr,GPR27
20178,ENSG00000172732,MUS81,Stim8hr,89.0,22,10,32,-4.871310039330851,True,39.91616850250657,False,>10 DE genes,on-target KD,ENSG00000172732,ENSG00000172732_Stim8hr,MUS81
20190,ENSG00000047578,KIAA0556,Stim48hr,176.0,28,24,52,-3.6043364821263895,True,8.390779944757165,False,>10 DE genes,on-target KD,ENSG00000047578,ENSG00000047578_Stim48hr,KATNIP
20197,ENSG00000114127,XRN1,Stim48hr,238.0,82,18,100,-10.957169464634106,True,116.67799780020844,False,>10 DE genes,on-target KD,ENSG00000114127,ENSG00000114127_Stim48hr,XRN1
20198,ENSG00000114854,TNNC1,Stim48hr,1386.0,104,156,260,-4.89703269820366,True,2.528717906205649,True,>10 DE genes,on-target KD,ENSG00000114854,ENSG00000114854_Stim48hr,TNNC1
20200,ENSG00000124275,MTRR,Stim48hr,454.0,63,44,107,-10.769548248858264,True,30.70337314619667,False,>10 DE genes,on-target KD,ENSG00000124275,ENSG00000124275_Stim48hr,MTRR
20203,ENSG00000130222,GADD45G,Stim48hr,275.0,53,8,61,-3.4458646978166585,False,13.125938783294115,False,>10 DE genes,no on-target KD,ENSG00000130222,ENSG00000130222_Stim48hr,GADD45G
20217,ENSG00000163166,IWS1,Stim48hr,325.0,230,180,410,-13.901300235538324,True,84.98763308139584,False,>10 DE genes,on-target KD,ENSG00000163166,ENSG00000163166_Stim48hr,IWS1
20228,ENSG00000183508,TENT5C,Stim48hr,409.0,56,10,66,-9.789318475628694,True,61.290948608127934,False,>10 DE genes,on-target KD,ENSG00000183508,ENSG00000183508_Stim48hr,TENT5C
20233,ENSG00000198947,DMD,Stim48hr,1740.0,39,9,48,0.0298480050344037,False,7.457778396330253,False,>10 DE genes,no on-target KD,ENSG00000198947,ENSG00000198947_Stim48hr,DMD
20241,ENSG00000090520,DNAJB11,Stim48hr,1530.0,88,9,97,-25.45764273227484,True,75.19290113498118,True,>10 DE genes,on-target KD,ENSG00000090520,ENSG00000090520_Stim48hr,DNAJB11
20254,ENSG00000138668,HNRNPD,Stim48hr,553.0,327,315,642,-36.74093945130031,True,500.9389354528322,False,>10 DE genes,on-target KD,ENSG00000138668,ENSG00000138668_Stim48hr,HNRNPD
20270,ENSG00000174306,ZHX3,Stim48hr,222.0,72,48,120,-5.407964964116511,True,18.10951718514568,False,>10 DE genes,on-target KD,ENSG00000174306,ENSG00000174306_Stim48hr,ZHX3
20300,ENSG00000127586,CHTF18,Stim8hr,229.0,63,23,86,-4.391082618077215,True,12.221552196829917,False,>10 DE genes,on-target KD,ENSG00000127586,ENSG00000127586_Stim8hr,CHTF18
20307,ENSG00000139725,RHOF,Stim8hr,591.0,284,110,394,-15.472974695038776,True,112.21208585828808,False,>10 DE genes,on-target KD,ENSG00000139725,ENSG00000139725_Stim8hr,RHOF
20308,ENSG00000140521,POLG,Stim8hr,474.0,154,112,266,-12.440968685817618,True,39.02784125856476,False,>10 DE genes,on-target KD,ENSG00000140521,ENSG00000140521_Stim8hr,POLG
20310,ENSG00000146112,PPP1R18,Stim8hr,379.0,19,35,54,-15.409262039902156,True,146.61925464758087,True,>10 DE genes,on-target KD,ENSG00000146112,ENSG00000146112_Stim8hr,PPP1R18
20326,ENSG00000178982,EIF3K,Stim8hr,659.0,233,120,353,-23.718633587750176,True,101.11089003056014,True,>10 DE genes,on-target KD,ENSG00000178982,ENSG00000178982_Stim8hr,EIF3K
20327,ENSG00000181915,ADO,Stim8hr,115.0,26,24,50,-6.06973549465534,True,70.37462326085753,False,>10 DE genes,on-target KD,ENSG00000181915,ENSG00000181915_Stim8hr,ADO
20339,ENSG00000074356,NCBP3,Stim8hr,998.0,456,176,632,-21.25227206125448,True,51.83444336125,False,>10 DE genes,on-target KD,ENSG00000074356,ENSG00000074356_Stim8hr,NCBP3
20349,ENSG00000121289,CEP89,Stim8hr,348.0,24,25,49,-4.923106229009126,True,8.00612836329539,True,>10 DE genes,on-target KD,ENSG00000121289,ENSG00000121289_Stim8hr,CEP89
20355,ENSG00000130522,JUND,Stim8hr,532.0,35,10,45,-9.827052283380082,True,522.9937111710037,False,>10 DE genes,on-target KD,ENSG00000130522,ENSG00000130522_Stim8hr,JUND
20364,ENSG00000145545,SRD5A1,Stim8hr,111.0,26,48,74,-5.173738692222156,False,34.53273259452753,True,>10 DE genes,putative off-target,ENSG00000145545,ENSG00000145545_Stim8hr,SRD5A1
20368,ENSG00000160991,ORAI2,Stim8hr,695.0,42,1,43,-13.545416620366767,True,35.88640740559932,False,>10 DE genes,on-target KD,ENSG00000160991,ENSG00000160991_Stim8hr,ORAI2
20372,ENSG00000163125,RPRD2,Stim8hr,700.0,1032,791,1823,-16.728204589535565,True,48.04605306813793,False,>10 DE genes,on-target KD,ENSG00000163125,ENSG00000163125_Stim8hr,RPRD2
20382,ENSG00000180370,PAK2,Stim8hr,464.0,46,52,98,-27.344928050473083,True,172.50878507369544,False,>10 DE genes,on-target KD,ENSG00000180370,ENSG00000180370_Stim8hr,PAK2
20390,ENSG00000070018,LRP6,Stim8hr,1147.0,128,77,205,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000070018,ENSG00000070018_Stim8hr,LRP6
20398,ENSG00000096968,JAK2,Stim8hr,815.0,5,29,34,-21.889336520345683,True,169.63943000435563,False,>10 DE genes,on-target KD,ENSG00000096968,ENSG00000096968_Stim8hr,JAK2
20399,ENSG00000100908,EMC9,Stim8hr,345.0,76,100,176,-5.940177336844436,True,24.20929689516602,False,>10 DE genes,on-target KD,ENSG00000100908,ENSG00000100908_Stim8hr,EMC9
20403,ENSG00000104889,RNASEH2A,Stim8hr,111.0,30,4,34,-2.4306261079325875,False,7.102459575157528,False,>10 DE genes,no on-target KD,ENSG00000104889,ENSG00000104889_Stim8hr,RNASEH2A
20410,ENSG00000119801,YPEL5,Stim8hr,338.0,29,9,38,-7.83654041521626,True,25.5332796761141,False,>10 DE genes,on-target KD,ENSG00000119801,ENSG00000119801_Stim8hr,YPEL5
20456,ENSG00000111229,ARPC3,Stim48hr,176.0,536,184,720,-10.49251965818478,True,103.41150674423248,False,>10 DE genes,on-target KD,ENSG00000111229,ENSG00000111229_Stim48hr,ARPC3
20466,ENSG00000159399,HK2,Stim48hr,1363.0,122,114,236,-31.854767410231307,True,141.62751960139187,False,>10 DE genes,on-target KD,ENSG00000159399,ENSG00000159399_Stim48hr,HK2
20469,ENSG00000165264,NDUFB6,Stim48hr,797.0,72,81,153,-26.330423603885727,True,138.34811077350835,False,>10 DE genes,on-target KD,ENSG00000165264,ENSG00000165264_Stim48hr,NDUFB6
20472,ENSG00000168610,STAT3,Stim48hr,241.0,988,605,1593,-14.569750579234713,True,180.2273698403412,False,>10 DE genes,on-target KD,ENSG00000168610,ENSG00000168610_Stim48hr,STAT3
20473,ENSG00000169564,PCBP1,Stim48hr,149.0,254,222,476,-11.19066177608547,True,104.30104488035268,False,>10 DE genes,on-target KD,ENSG00000169564,ENSG00000169564_Stim48hr,PCBP1
20474,ENSG00000174695,TMEM167A,Stim48hr,742.0,272,197,469,-34.84289480099782,True,186.15141637940687,True,>10 DE genes,on-target KD,ENSG00000174695,ENSG00000174695_Stim48hr,TMEM167A
20484,ENSG00000185651,UBE2L3,Stim48hr,1866.0,793,278,1071,-28.15161485674422,True,79.41589652169412,False,>10 DE genes,on-target KD,ENSG00000185651,ENSG00000185651_Stim48hr,UBE2L3
20496,ENSG00000100558,PLEK2,Stim48hr,622.0,27,5,32,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000100558,ENSG00000100558_Stim48hr,PLEK2
20499,ENSG00000103152,MPG,Stim48hr,193.0,70,96,166,-11.7322816172389,True,73.25743049413555,False,>10 DE genes,on-target KD,ENSG00000103152,ENSG00000103152_Stim48hr,MPG
20505,ENSG00000113615,SEC24A,Stim48hr,203.0,35,29,64,-5.110213897206196,True,118.97423428584284,False,>10 DE genes,on-target KD,ENSG00000113615,ENSG00000113615_Stim48hr,SEC24A
20506,ENSG00000114473,IQCG,Stim48hr,494.0,29,11,40,-2.400268787639225,True,8.188971735369712,False,>10 DE genes,on-target KD,ENSG00000114473,ENSG00000114473_Stim48hr,IQCG
20507,ENSG00000116750,UCHL5,Stim48hr,214.0,77,72,149,-14.47482453734417,True,116.65717519419984,True,>10 DE genes,on-target KD,ENSG00000116750,ENSG00000116750_Stim48hr,UCHL5
20517,ENSG00000151702,FLI1,Stim48hr,268.0,39,26,65,-12.641393237759347,True,101.16031377312486,False,>10 DE genes,on-target KD,ENSG00000151702,ENSG00000151702_Stim48hr,FLI1
20533,ENSG00000198055,GRK6,Stim48hr,1826.0,48,56,104,-18.56963530727756,True,26.45648176990631,False,>10 DE genes,on-target KD,ENSG00000198055,ENSG00000198055_Stim48hr,GRK6
20541,ENSG00000070061,ELP1,Stim48hr,114.0,75,61,136,-5.788337582382991,True,34.270994412032145,False,>10 DE genes,on-target KD,ENSG00000070061,ENSG00000070061_Stim48hr,ELP1
20552,ENSG00000112651,MRPL2,Stim48hr,313.0,296,209,505,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000112651,ENSG00000112651_Stim48hr,MRPL2
20561,ENSG00000140450,ARRDC4,Stim48hr,120.0,885,393,1278,-0.8809071158294652,False,1.207558597206604,False,>10 DE genes,no on-target KD,ENSG00000140450,ENSG00000140450_Stim48hr,ARRDC4
20567,ENSG00000156136,DCK,Stim48hr,99.0,337,163,500,-6.410649352210729,True,171.17875318125627,False,>10 DE genes,on-target KD,ENSG00000156136,ENSG00000156136_Stim48hr,DCK
20577,ENSG00000184203,PPP1R2,Stim48hr,705.0,382,225,607,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000184203,ENSG00000184203_Stim48hr,PPP1R2
20588,ENSG00000037897,METTL1,Stim48hr,182.0,801,482,1283,-3.666250028283999,True,13.55991983304915,False,>10 DE genes,on-target KD,ENSG00000037897,ENSG00000037897_Stim48hr,METTL1
20597,ENSG00000109390,NDUFC1,Stim48hr,361.0,71,111,182,-16.06625689954707,True,98.83784522818866,False,>10 DE genes,on-target KD,ENSG00000109390,ENSG00000109390_Stim48hr,NDUFC1
20607,ENSG00000132005,RFX1,Stim48hr,513.0,154,11,165,-10.530355449659098,True,28.914403719920088,False,>10 DE genes,on-target KD,ENSG00000132005,ENSG00000132005_Stim48hr,RFX1
20626,ENSG00000182768,NGRN,Stim48hr,430.0,88,88,176,-7.285969381456962,True,14.548197444831477,False,>10 DE genes,on-target KD,ENSG00000182768,ENSG00000182768_Stim48hr,NGRN
20636,ENSG00000256043,CTSO,Stim48hr,1140.0,24,74,98,-3.480616386890836,True,2.2984428442304727,False,>10 DE genes,on-target KD,ENSG00000256043,ENSG00000256043_Stim48hr,CTSO
20646,ENSG00000105698,USF2,Stim8hr,1253.0,53,46,99,-20.06852994219219,True,153.61477906911577,False,>10 DE genes,on-target KD,ENSG00000105698,ENSG00000105698_Stim8hr,USF2
20647,ENSG00000107815,TWNK,Stim8hr,1179.0,131,88,219,-13.822635986898309,True,99.32794171516755,False,>10 DE genes,on-target KD,ENSG00000107815,ENSG00000107815_Stim8hr,TWNK
20652,ENSG00000127152,BCL11B,Stim8hr,209.0,945,440,1385,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000127152,ENSG00000127152_Stim8hr,BCL11B
20654,ENSG00000127980,PEX1,Stim8hr,99.0,32,14,46,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000127980,ENSG00000127980_Stim8hr,PEX1
20661,ENSG00000164032,H2AFZ,Stim8hr,341.0,159,145,304,-8.914024142613647,True,100.65754004745445,False,>10 DE genes,on-target KD,ENSG00000164032,ENSG00000164032_Stim8hr,H2AZ1
20662,ENSG00000164219,PGGT1B,Stim8hr,102.0,2172,842,3014,-4.217846941075719,True,35.00385594146293,False,>10 DE genes,on-target KD,ENSG00000164219,ENSG00000164219_Stim8hr,PGGT1B
20668,ENSG00000168411,RFWD3,Stim8hr,134.0,29,4,33,-7.658515482396639,True,49.86733373631363,False,>10 DE genes,on-target KD,ENSG00000168411,ENSG00000168411_Stim8hr,RFWD3
20677,ENSG00000187821,HELT,Stim8hr,943.0,1364,777,2141,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000187821,ENSG00000187821_Stim8hr,HELT
20687,ENSG00000269955,C7orf55-LUC7L2,Stim8hr,714.0,485,171,656,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000269955,ENSG00000269955_Stim8hr,FMC1-LUC7L2
20688,ENSG00000023287,RB1CC1,Stim48hr,271.0,321,260,581,-9.303170156323482,True,40.8958173210977,False,>10 DE genes,on-target KD,ENSG00000023287,ENSG00000023287_Stim48hr,RB1CC1
20694,ENSG00000104064,GABPB1,Stim48hr,159.0,434,356,790,-9.92876079642078,True,97.41203505955411,False,>10 DE genes,on-target KD,ENSG00000104064,ENSG00000104064_Stim48hr,GABPB1
20705,ENSG00000122482,ZNF644,Stim48hr,591.0,229,215,444,-28.406103093526777,True,149.13362466649806,False,>10 DE genes,on-target KD,ENSG00000122482,ENSG00000122482_Stim48hr,ZNF644
20709,ENSG00000135930,EIF4E2,Stim48hr,509.0,14,21,35,-5.345591209819028,True,106.3836630727582,False,>10 DE genes,on-target KD,ENSG00000135930,ENSG00000135930_Stim48hr,EIF4E2
20715,ENSG00000145907,G3BP1,Stim48hr,462.0,235,194,429,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000145907,ENSG00000145907_Stim48hr,G3BP1
20724,ENSG00000170231,FABP6,Stim48hr,1021.0,15,28,43,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000170231,ENSG00000170231_Stim48hr,FABP6
20729,ENSG00000182149,IST1,Stim48hr,366.0,103,74,177,-15.986902784527308,True,83.15107802584697,False,>10 DE genes,on-target KD,ENSG00000182149,ENSG00000182149_Stim48hr,IST1
20738,ENSG00000004487,KDM1A,Stim48hr,559.0,1894,1019,2913,-18.57519939748311,True,92.55332064468466,False,>10 DE genes,on-target KD,ENSG00000004487,ENSG00000004487_Stim48hr,KDM1A
20744,ENSG00000063046,EIF4B,Stim48hr,417.0,51,39,90,-10.754887674107396,True,162.99225662466426,False,>10 DE genes,on-target KD,ENSG00000063046,ENSG00000063046_Stim48hr,EIF4B
20749,ENSG00000100003,SEC14L2,Stim48hr,604.0,53,49,102,-6.56347890214773,True,10.979366854611092,False,>10 DE genes,on-target KD,ENSG00000100003,ENSG00000100003_Stim48hr,SEC14L2
20752,ENSG00000108509,CAMTA2,Stim48hr,93.0,21,14,35,-3.658683045226181,True,42.71786159790959,False,>10 DE genes,on-target KD,ENSG00000108509,ENSG00000108509_Stim48hr,CAMTA2
20763,ENSG00000143575,HAX1,Stim48hr,119.0,178,41,219,-8.951288970995401,True,130.759702736726,False,>10 DE genes,on-target KD,ENSG00000143575,ENSG00000143575_Stim48hr,HAX1
20767,ENSG00000153291,SLC25A27,Stim48hr,989.0,68,72,140,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000153291,ENSG00000153291_Stim48hr,SLC25A27
20769,ENSG00000162545,CAMK2N1,Stim48hr,337.0,25,10,35,-1.4100726968860116,False,0.9169932552664296,False,>10 DE genes,no on-target KD,ENSG00000162545,ENSG00000162545_Stim48hr,CAMK2N1
20773,ENSG00000168439,STIP1,Stim48hr,616.0,828,618,1446,-18.10570482241809,True,62.52192274240971,False,>10 DE genes,on-target KD,ENSG00000168439,ENSG00000168439_Stim48hr,STIP1
20778,ENSG00000175899,A2M,Stim48hr,236.0,32,13,45,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000175899,ENSG00000175899_Stim48hr,A2M
20783,ENSG00000186834,HEXIM1,Stim48hr,370.0,807,551,1358,-12.224181921527077,True,63.50892228134556,False,>10 DE genes,on-target KD,ENSG00000186834,ENSG00000186834_Stim48hr,HEXIM1
20786,ENSG00000240065,PSMB9,Stim48hr,612.0,104,21,125,-24.76943071944574,True,244.1233797061448,False,>10 DE genes,on-target KD,ENSG00000240065,ENSG00000240065_Stim48hr,PSMB9
20793,ENSG00000089902,RCOR1,Rest,999.0,206,87,293,-15.56145379328906,True,27.599585005477724,False,>10 DE genes,on-target KD,ENSG00000089902,ENSG00000089902_Rest,RCOR1
20805,ENSG00000111726,CMAS,Rest,126.0,34,62,96,-7.226719143148793,True,57.7437252044441,False,>10 DE genes,on-target KD,ENSG00000111726,ENSG00000111726_Rest,CMAS
20812,ENSG00000120616,EPC1,Rest,734.0,116,131,247,-9.262125270045528,True,43.67183477961399,False,>10 DE genes,on-target KD,ENSG00000120616,ENSG00000120616_Rest,EPC1
20822,ENSG00000160703,NLRX1,Rest,606.0,272,217,489,-5.530846360743442,True,5.076456120405403,False,>10 DE genes,on-target KD,ENSG00000160703,ENSG00000160703_Rest,NLRX1
20847,ENSG00000103266,STUB1,Rest,107.0,34,5,39,-8.634767636021982,True,85.2286669793684,False,>10 DE genes,on-target KD,ENSG00000103266,ENSG00000103266_Rest,STUB1
20867,ENSG00000166788,SAAL1,Rest,330.0,28,4,32,-6.265086097814828,True,15.829710689274195,False,>10 DE genes,on-target KD,ENSG00000166788,ENSG00000166788_Rest,SAAL1
20876,ENSG00000176024,ZNF613,Rest,749.0,625,164,789,-7.954915972648296,True,8.659166255520473,False,>10 DE genes,on-target KD,ENSG00000176024,ENSG00000176024_Rest,ZNF613
20883,ENSG00000197780,TAF13,Rest,671.0,1041,1149,2190,-17.35612012400698,True,53.75488144695723,False,>10 DE genes,on-target KD,ENSG00000197780,ENSG00000197780_Rest,TAF13
20890,ENSG00000064489,BORCS8-MEF2B,Stim8hr,786.0,4,28,32,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000064489,ENSG00000064489_Stim8hr,BORCS8-MEF2B
20905,ENSG00000121210,TMEM131L,Stim8hr,1300.0,198,6,204,-8.2115756401594,True,68.74953456601021,False,>10 DE genes,on-target KD,ENSG00000121210,ENSG00000121210_Stim8hr,TMEM131L
20925,ENSG00000168374,ARF4,Stim8hr,264.0,125,29,154,-10.85828881723755,True,89.0431397718162,False,>10 DE genes,on-target KD,ENSG00000168374,ENSG00000168374_Stim8hr,ARF4
20932,ENSG00000181038,METTL23,Stim8hr,750.0,17,32,49,-25.370446933453184,True,112.9483716708168,True,>10 DE genes,on-target KD,ENSG00000181038,ENSG00000181038_Stim8hr,METTL23
20934,ENSG00000187535,IFT140,Stim8hr,947.0,23,12,35,-2.3279002176221217,False,1.577156692269246,True,>10 DE genes,putative off-target,ENSG00000187535,ENSG00000187535_Stim8hr,IFT140
20938,ENSG00000007376,RPUSD1,Stim48hr,186.0,162,63,225,-3.464591822229314,True,8.03401425093852,True,>10 DE genes,on-target KD,ENSG00000007376,ENSG00000007376_Stim48hr,RPUSD1
20943,ENSG00000075426,FOSL2,Stim48hr,729.0,106,92,198,-8.334097140939079,True,158.38297928019193,False,>10 DE genes,on-target KD,ENSG00000075426,ENSG00000075426_Stim48hr,FOSL2
20955,ENSG00000126561,STAT5A,Stim48hr,479.0,151,110,261,-11.875015398301178,True,38.30284942687348,False,>10 DE genes,on-target KD,ENSG00000126561,ENSG00000126561_Stim48hr,STAT5A
20983,ENSG00000232653,GOLGA8N,Stim48hr,800.0,54,44,98,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000232653,ENSG00000232653_Stim48hr,GOLGA8N
20987,ENSG00000278677,HIST1H2AM,Stim48hr,923.0,45,25,70,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000278677,ENSG00000278677_Stim48hr,H2AC17
21000,ENSG00000116874,WARS2,Stim48hr,394.0,501,438,939,-7.33925835375094,True,21.69700762367836,False,>10 DE genes,on-target KD,ENSG00000116874,ENSG00000116874_Stim48hr,WARS2
21002,ENSG00000126804,ZBTB1,Stim48hr,450.0,106,54,160,-17.191283507030608,True,178.01056821243807,True,>10 DE genes,on-target KD,ENSG00000126804,ENSG00000126804_Stim48hr,ZBTB1
21012,ENSG00000160799,CCDC12,Stim48hr,150.0,87,61,148,-2.545579471246024,False,63.03057369418684,False,>10 DE genes,no on-target KD,ENSG00000160799,ENSG00000160799_Stim48hr,CCDC12
21015,ENSG00000166888,STAT6,Stim48hr,779.0,582,546,1128,-13.180099597182386,True,32.87664919402126,False,>10 DE genes,on-target KD,ENSG00000166888,ENSG00000166888_Stim48hr,STAT6
21036,ENSG00000269955,C7orf55-LUC7L2,Stim48hr,725.0,185,106,291,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000269955,ENSG00000269955_Stim48hr,FMC1-LUC7L2
21040,ENSG00000027697,IFNGR1,Stim8hr,412.0,45,65,110,-9.17301022499052,True,28.79865514615879,False,>10 DE genes,on-target KD,ENSG00000027697,ENSG00000027697_Stim8hr,IFNGR1
21042,ENSG00000068724,TTC7A,Stim8hr,206.0,85,25,110,-8.384073952004748,True,47.73304188437107,False,>10 DE genes,on-target KD,ENSG00000068724,ENSG00000068724_Stim8hr,TTC7A
21051,ENSG00000120875,DUSP4,Stim8hr,457.0,39,17,56,-19.498842633474283,True,764.5504856598941,False,>10 DE genes,on-target KD,ENSG00000120875,ENSG00000120875_Stim8hr,DUSP4
21052,ENSG00000126267,COX6B1,Stim8hr,336.0,60,71,131,-12.928019821768732,True,60.52180674464027,False,>10 DE genes,on-target KD,ENSG00000126267,ENSG00000126267_Stim8hr,COX6B1
21058,ENSG00000143207,COP1,Stim8hr,525.0,161,52,213,-10.024904880494883,True,38.68573035964719,False,>10 DE genes,on-target KD,ENSG00000143207,ENSG00000143207_Stim8hr,COP1
21064,ENSG00000153561,RMND5A,Stim8hr,591.0,284,94,378,-29.26157300171027,True,188.2035214207326,False,>10 DE genes,on-target KD,ENSG00000153561,ENSG00000153561_Stim8hr,RMND5A
21065,ENSG00000154027,AK5,Stim8hr,223.0,24,12,36,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000154027,ENSG00000154027_Stim8hr,AK5
21070,ENSG00000164327,RICTOR,Stim8hr,574.0,18,21,39,-11.11232557421354,True,27.282023194172822,False,>10 DE genes,on-target KD,ENSG00000164327,ENSG00000164327_Stim8hr,RICTOR
21076,ENSG00000182359,KBTBD3,Stim8hr,130.0,30,2,32,-1.4045110217493364,False,4.503037570036404,True,>10 DE genes,putative off-target,ENSG00000182359,ENSG00000182359_Stim8hr,KBTBD3
21081,ENSG00000186834,HEXIM1,Stim8hr,496.0,150,98,248,-13.379237014425106,True,84.27299890044938,False,>10 DE genes,on-target KD,ENSG00000186834,ENSG00000186834_Stim8hr,HEXIM1
21094,ENSG00000101193,GID8,Stim8hr,565.0,686,286,972,-25.702419450834448,True,156.16636594456827,True,>10 DE genes,on-target KD,ENSG00000101193,ENSG00000101193_Stim8hr,GID8
21095,ENSG00000101216,GMEB2,Stim8hr,310.0,182,27,209,-2.4992313145544154,False,28.532061796602232,False,>10 DE genes,no on-target KD,ENSG00000101216,ENSG00000101216_Stim8hr,GMEB2
21096,ENSG00000104419,NDRG1,Stim8hr,282.0,135,31,166,-3.470247609364161,True,4.626000537486032,False,>10 DE genes,on-target KD,ENSG00000104419,ENSG00000104419_Stim8hr,NDRG1
21113,ENSG00000155363,MOV10,Stim8hr,509.0,505,236,741,-10.469473577333993,True,31.279675305613623,False,>10 DE genes,on-target KD,ENSG00000155363,ENSG00000155363_Stim8hr,MOV10
21119,ENSG00000166024,R3HCC1L,Stim8hr,453.0,108,12,120,-10.543604900626466,True,26.917819882660204,False,>10 DE genes,on-target KD,ENSG00000166024,ENSG00000166024_Stim8hr,R3HCC1L
21121,ENSG00000170802,FOXN2,Stim8hr,1048.0,291,10,301,-27.473015862252534,True,78.84846573139953,False,>10 DE genes,on-target KD,ENSG00000170802,ENSG00000170802_Stim8hr,FOXN2
21137,ENSG00000266472,MRPS21,Stim8hr,359.0,205,143,348,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000266472,ENSG00000266472_Stim8hr,MRPS21
21141,ENSG00000063046,EIF4B,Stim8hr,428.0,41,13,54,-10.913587642676946,True,161.4947416087391,False,>10 DE genes,on-target KD,ENSG00000063046,ENSG00000063046_Stim8hr,EIF4B
21147,ENSG00000102871,TRADD,Stim8hr,189.0,27,33,60,-4.417619632094425,True,10.736963176531786,False,>10 DE genes,on-target KD,ENSG00000102871,ENSG00000102871_Stim8hr,TRADD
21151,ENSG00000115504,EHBP1,Stim8hr,265.0,32,24,56,-6.6560057908847545,True,21.27539793246828,False,>10 DE genes,on-target KD,ENSG00000115504,ENSG00000115504_Stim8hr,EHBP1
21156,ENSG00000126249,PDCD2L,Stim8hr,731.0,238,147,385,-18.90236697057731,True,66.38412724648354,False,>10 DE genes,on-target KD,ENSG00000126249,ENSG00000126249_Stim8hr,PDCD2L
21160,ENSG00000136715,SAP130,Stim8hr,490.0,401,194,595,-3.2750829990328327,True,22.89787823312508,False,>10 DE genes,on-target KD,ENSG00000136715,ENSG00000136715_Stim8hr,SAP130
