,target,effect_size,standard_error,num,neg|goodsgrna,pos|goodsgrna,pvalue,phenotype,perturbation_type,goodsgrna
51878,RRN3,0.35156,0.13118084917085984,12,3,8,0.0036815,Prim.CRi.CD4.IL2,CRISPRi,11
51879,OR2A5,0.14379,0.22655667927468087,12,2,5,0.26282,Prim.CRi.CD4.IL2,CRISPRi,7
51880,BEST2,-0.061105,0.0667798038993576,12,3,2,0.81991,Prim.CRi.CD4.IL2,CRISPRi,5
51881,CYLC2,0.13111,0.1358976680011923,12,1,6,0.16733,Prim.CRi.CD4.IL2,CRISPRi,7
51882,FRYL,0.049315,0.053164620797051684,12,2,4,0.17681,Prim.CRi.CD4.IL2,CRISPRi,6
51883,STX18,0.24324,0.14124732804575169,12,3,5,0.042527,Prim.CRi.CD4.IL2,CRISPRi,8
51884,RMI2,0.0037004,0.004079935900043776,12,3,2,0.81779,Prim.CRi.CD4.IL2,CRISPRi,5
51885,BTG3,0.019716,0.07625510085522365,12,3,2,0.39799,Prim.CRi.CD4.IL2,CRISPRi,5
51886,MAPK4,0.33645,0.12735382582255012,12,3,7,0.0041227,Prim.CRi.CD4.IL2,CRISPRi,10
51887,GIMAP1-GIMAP5,0.24901,0.10560374978860276,12,2,6,0.0091877,Prim.CRi.CD4.IL2,CRISPRi,8
51888,MRPL1,0.020112,0.0760995463812849,12,3,3,0.60422,Prim.CRi.CD4.IL2,CRISPRi,6
51889,ATAD3C,0.18483,0.32239533398913073,12,2,4,0.28322,Prim.CRi.CD4.IL2,CRISPRi,6
51890,ATP6V1B2,0.19772,0.10952050861212721,12,1,6,0.035512,Prim.CRi.CD4.IL2,CRISPRi,7
51891,TBC1D24,0.078573,0.23536097280736004,12,1,4,0.36925,Prim.CRi.CD4.IL2,CRISPRi,5
51892,TBRG1,-0.049723,0.054340760809880664,12,3,3,0.81991,Prim.CRi.CD4.IL2,CRISPRi,6
51893,GOLGA8A,0.11764,0.7580910077679857,12,3,4,0.43834,Prim.CRi.CD4.IL2,CRISPRi,7
51894,HADHB,0.0013643,0.011095618035946159,12,2,3,0.45107,Prim.CRi.CD4.IL2,CRISPRi,5
51895,ALPK3,-0.017434,0.019053090601119392,12,1,3,0.81991,Prim.CRi.CD4.IL2,CRISPRi,4
51896,ADAMTS4,0.10109,0.08336941372386521,12,3,4,0.11265,Prim.CRi.CD4.IL2,CRISPRi,7
51897,OSBP2,-0.023178,0.02529997053941219,12,2,3,0.8202,Prim.CRi.CD4.IL2,CRISPRi,5
51899,DLD,0.355,0.1857510451551582,12,2,6,0.027992,Prim.CRi.CD4.IL2,CRISPRi,8
51900,LILRB2,0.25344,0.11376409814717185,12,2,7,0.012948,Prim.CRi.CD4.IL2,CRISPRi,9
51901,OR10W1,-0.014867,0.01622808965438955,12,2,1,0.8202,Prim.CRi.CD4.IL2,CRISPRi,3
51902,NMB,0.15284,0.1408072572969122,12,3,5,0.13886,Prim.CRi.CD4.IL2,CRISPRi,8
51903,DENND2A,0.0016307,0.010010656662339197,12,2,4,0.5647,Prim.CRi.CD4.IL2,CRISPRi,6
51904,GADD45G,0.18574,0.1727473911119909,12,1,6,0.14114,Prim.CRi.CD4.IL2,CRISPRi,7
51905,SPAG7,-0.080763,0.08806158411989737,12,3,2,0.82046,Prim.CRi.CD4.IL2,CRISPRi,5
51906,ZNF70,-0.12745,0.13896770669837574,12,3,2,0.82046,Prim.CRi.CD4.IL2,CRISPRi,5
51907,SEMA3B,-0.0068845,0.007506654976578797,12,3,2,0.82046,Prim.CRi.CD4.IL2,CRISPRi,5
51908,NME4,0.099368,0.15789757393904633,12,2,5,0.26457,Prim.CRi.CD4.IL2,CRISPRi,7
51909,CDK16,0.13724,0.1351431407126288,12,1,6,0.15493,Prim.CRi.CD4.IL2,CRISPRi,7
51910,MSLN,0.0051625,0.006566818444477406,12,2,3,0.78411,Prim.CRi.CD4.IL2,CRISPRi,5
51911,BAMBI,0.098252,0.44106076495554863,12,2,4,0.58814,Prim.CRi.CD4.IL2,CRISPRi,6
51912,TTC1,0.0082584,0.015330492092098793,12,2,3,0.70495,Prim.CRi.CD4.IL2,CRISPRi,5
51913,PRPF39,0.06332,0.10746581753282941,12,1,3,0.72214,Prim.CRi.CD4.IL2,CRISPRi,4
51914,MRPL32,-0.022789,0.024748366593098845,12,2,3,0.82143,Prim.CRi.CD4.IL2,CRISPRi,5
51915,DMWD,0.047728,0.06818483730346746,12,2,3,0.75803,Prim.CRi.CD4.IL2,CRISPRi,5
51916,CUL9,-0.10493,0.11395173577664056,12,3,1,0.82143,Prim.CRi.CD4.IL2,CRISPRi,4
51917,KHDRBS2,0.17337,0.14234483032649897,12,2,6,0.11162,Prim.CRi.CD4.IL2,CRISPRi,8
51918,ZFYVE26,0.026178,0.02483048641228537,12,2,2,0.85412,Prim.CRi.CD4.IL2,CRISPRi,4
51919,AGXT2,0.041147,0.056898684500656015,12,2,3,0.76521,Prim.CRi.CD4.IL2,CRISPRi,5
51920,OVOL2,0.038121,0.5890492108515871,12,2,3,0.5258,Prim.CRi.CD4.IL2,CRISPRi,5
51921,IFNA1,0.11998,0.5741787603547446,12,3,4,0.58276,Prim.CRi.CD4.IL2,CRISPRi,7
51922,PRRT3,-0.040041,0.04331223459649113,12,2,1,0.82238,Prim.CRi.CD4.IL2,CRISPRi,3
51923,CXADR,0.19683,0.2143498228875949,12,2,6,0.17924,Prim.CRi.CD4.IL2,CRISPRi,8
51924,C14orf180,0.0011139,0.0007540959618213433,12,3,1,0.93018,Prim.CRi.CD4.IL2,CRISPRi,4
51925,IPCEF1,0.074328,1.4977470919904263,12,3,4,0.48021,Prim.CRi.CD4.IL2,CRISPRi,7
51926,CDR2L,0.13368,0.08246864715461812,12,2,5,0.052511,Prim.CRi.CD4.IL2,CRISPRi,7
51927,SMIM11B,0.012696,0.1122655660452056,12,3,4,0.54502,Prim.CRi.CD4.IL2,CRISPRi,7
51928,ART1,0.11879,0.23585333770674016,12,1,3,0.69275,Prim.CRi.CD4.IL2,CRISPRi,4
51929,INMT,-0.014423,0.015601317639049764,12,1,3,0.82238,Prim.CRi.CD4.IL2,CRISPRi,4
51930,MZT2B,0.048336,0.10502856530076851,12,2,3,0.67732,Prim.CRi.CD4.IL2,CRISPRi,5
51931,FBXO48,-0.20651,0.2233812733578428,12,2,3,0.82238,Prim.CRi.CD4.IL2,CRISPRi,5
51932,APBA3,-0.033681,0.036432640879209256,12,3,3,0.82238,Prim.CRi.CD4.IL2,CRISPRi,6
51933,PTGES2,-0.051043,0.055213066369688486,12,2,2,0.82238,Prim.CRi.CD4.IL2,CRISPRi,4
51934,UBXN4,0.1434,0.2389604167515963,12,2,5,0.27422,Prim.CRi.CD4.IL2,CRISPRi,7
51935,FOXP4,-0.054085,0.05850358902502992,12,3,3,0.82238,Prim.CRi.CD4.IL2,CRISPRi,6
51936,HOXB13,0.10661,0.054317782978524014,12,1,5,0.02484,Prim.CRi.CD4.IL2,CRISPRi,6
51937,C11orf94,-0.043357,0.04689914226418086,12,1,2,0.82238,Prim.CRi.CD4.IL2,CRISPRi,3
51938,OR2A1,0.15317,1.3541179665760201,12,3,4,0.45497,Prim.CRi.CD4.IL2,CRISPRi,7
51939,FSTL5,0.13523,0.13754380650174397,12,2,6,0.16276,Prim.CRi.CD4.IL2,CRISPRi,8
51940,MOSPD1,0.07728,0.03975758801336369,12,3,5,0.025961,Prim.CRi.CD4.IL2,CRISPRi,8
51941,LONRF2,0.033429,0.06952000771115029,12,3,4,0.31531,Prim.CRi.CD4.IL2,CRISPRi,7
51942,POU2F3,0.041846,0.04696627170763129,12,3,3,0.81353,Prim.CRi.CD4.IL2,CRISPRi,6
51943,KIAA0895L,0.031789,0.8024468256452064,12,1,4,0.4842,Prim.CRi.CD4.IL2,CRISPRi,5
51944,HTN3,0.011072,1.5126881810966792,12,3,3,0.50292,Prim.CRi.CD4.IL2,CRISPRi,6
51945,C5orf22,0.066317,0.14377701839382195,12,3,3,0.67769,Prim.CRi.CD4.IL2,CRISPRi,6
51946,IGK,0.061319,0.1347303017866181,12,3,2,0.67549,Prim.CRi.CD4.IL2,CRISPRi,5
51947,ACAP3,-0.0081513,0.008762453009906789,12,3,1,0.82388,Prim.CRi.CD4.IL2,CRISPRi,4
51948,HOOK2,0.10068,0.11651602074856032,12,2,5,0.19377,Prim.CRi.CD4.IL2,CRISPRi,7
51949,HERC6,0.046894,0.1689428172409116,12,2,3,0.60933,Prim.CRi.CD4.IL2,CRISPRi,5
51950,EIF4G2,-0.15321,0.16438959788733407,12,3,1,0.82433,Prim.CRi.CD4.IL2,CRISPRi,4
51951,CLK1,-0.0043467,0.00466387484587739,12,3,3,0.82433,Prim.CRi.CD4.IL2,CRISPRi,6
51952,NME7,-0.066739,0.0714900592447718,12,2,3,0.82473,Prim.CRi.CD4.IL2,CRISPRi,5
51953,CLCN5,-0.023573,0.025225985228823664,12,3,3,0.82497,Prim.CRi.CD4.IL2,CRISPRi,6
51954,ACR,0.055282,0.12146578618972621,12,3,3,0.67549,Prim.CRi.CD4.IL2,CRISPRi,6
51955,GRK4,0.091231,1.1505633068127203,12,2,3,0.5316,Prim.CRi.CD4.IL2,CRISPRi,5
51956,COL11A1,-0.10035,0.10728427144462828,12,3,2,0.8252,Prim.CRi.CD4.IL2,CRISPRi,5
51957,FSCN3,0.053767,0.16025428294650712,12,2,2,0.63138,Prim.CRi.CD4.IL2,CRISPRi,4
51958,PPBP,-0.12889,0.13779641002987683,12,3,2,0.8252,Prim.CRi.CD4.IL2,CRISPRi,5
51959,CDC42EP1,0.092635,0.060023974016932956,12,3,6,0.061379,Prim.CRi.CD4.IL2,CRISPRi,9
51960,EDDM3B,0.046568,0.4941524452918864,12,3,4,0.46246,Prim.CRi.CD4.IL2,CRISPRi,7
51961,FBXL12,0.012257,0.014193880484981863,12,3,3,0.80608,Prim.CRi.CD4.IL2,CRISPRi,6
51962,CORT,0.017109,0.08187718295473682,12,1,4,0.58276,Prim.CRi.CD4.IL2,CRISPRi,5
51963,ALG2,0.088429,0.19605534790346407,12,2,5,0.32598,Prim.CRi.CD4.IL2,CRISPRi,7
51964,PTCH2,0.25645,0.09879601039034148,12,2,6,0.0047192,Prim.CRi.CD4.IL2,CRISPRi,8
51965,FAM46A,-0.040278,0.04290251088730284,12,3,3,0.82609,Prim.CRi.CD4.IL2,CRISPRi,6
51966,IKBKE,0.17774,0.07679756871294247,12,2,5,0.010323,Prim.CRi.CD4.IL2,CRISPRi,7
51967,TAS2R9,0.011847,0.1733060864154816,12,2,4,0.52725,Prim.CRi.CD4.IL2,CRISPRi,6
51968,RRM2B,0.1313,0.11800192577414216,12,3,5,0.13292,Prim.CRi.CD4.IL2,CRISPRi,8
51969,RAB12,-0.065162,0.06940795010771209,12,3,4,0.82609,Prim.CRi.CD4.IL2,CRISPRi,7
51970,ZNF611,0.026282,0.035913328098635094,12,3,5,0.23214,Prim.CRi.CD4.IL2,CRISPRi,8
51971,SELPLG,-0.1048,0.11162875865210133,12,2,2,0.82609,Prim.CRi.CD4.IL2,CRISPRi,4
51972,FAM231A,0.099803,0.10579594533660429,12,3,6,0.17275,Prim.CRi.CD4.IL2,CRISPRi,9
51973,RUFY3,-0.078022,0.08310590656063215,12,3,3,0.82609,Prim.CRi.CD4.IL2,CRISPRi,6
51974,FAM49A,0.094372,0.06496686404938166,12,3,4,0.073165,Prim.CRi.CD4.IL2,CRISPRi,7
51975,HIST1H2BE,0.11253,0.36373907542601175,12,3,5,0.37852,Prim.CRi.CD4.IL2,CRISPRi,8
51976,SIRT5,-0.093104,0.09917064833535537,12,3,4,0.82609,Prim.CRi.CD4.IL2,CRISPRi,7
51977,WBP2,-0.072371,0.07708668790468727,12,3,3,0.82609,Prim.CRi.CD4.IL2,CRISPRi,6
51978,TLX3,0.046482,0.03899486254857464,12,2,4,0.11663,Prim.CRi.CD4.IL2,CRISPRi,6
51979,CHRNA3,-0.0039409,0.004197688692481547,12,3,4,0.82609,Prim.CRi.CD4.IL2,CRISPRi,7
51980,ZHX1,0.087502,0.16034297451553703,12,3,4,0.29263,Prim.CRi.CD4.IL2,CRISPRi,7
51981,SRRM2,0.20495,0.13183691700498976,12,3,6,0.060024,Prim.CRi.CD4.IL2,CRISPRi,9
51982,NDOR1,0.074181,0.2526785775808056,12,3,4,0.61546,Prim.CRi.CD4.IL2,CRISPRi,7
51983,UXS1,0.0085207,0.007901319992804565,12,2,3,0.14043,Prim.CRi.CD4.IL2,CRISPRi,5
51984,TRIM9,-0.050737,0.05404301839438611,12,1,2,0.82609,Prim.CRi.CD4.IL2,CRISPRi,3
51985,ELOVL4,0.068278,0.04333698607307977,12,3,5,0.057569,Prim.CRi.CD4.IL2,CRISPRi,8
51986,SLC9B1,0.08985,0.05163370255100331,12,3,6,0.040917,Prim.CRi.CD4.IL2,CRISPRi,9
51987,CPNE3,0.023065,0.07498799916307303,12,3,4,0.3792,Prim.CRi.CD4.IL2,CRISPRi,7
51988,C5orf47,0.26397,0.09617743818251559,12,1,8,0.0030291,Prim.CRi.CD4.IL2,CRISPRi,9
51989,ATP6V0D2,-0.060509,0.06437961312135682,12,3,2,0.82636,Prim.CRi.CD4.IL2,CRISPRi,5
51990,TSPAN31,0.059239,0.05266472791270916,12,1,6,0.13033,Prim.CRi.CD4.IL2,CRISPRi,7
51991,CAMK2N2,0.11332,0.10302417424251495,12,2,5,0.13568,Prim.CRi.CD4.IL2,CRISPRi,7
51993,COX20,-0.057561,0.06113390952292656,12,2,2,0.82679,Prim.CRi.CD4.IL2,CRISPRi,4
51994,FCHO2,-0.046903,0.04981434927040574,12,2,4,0.82679,Prim.CRi.CD4.IL2,CRISPRi,6
51995,MESDC2,0.05847,0.08622054649059381,12,3,5,0.24884,Prim.CRi.CD4.IL2,CRISPRi,8
51996,CTDNEP1,0.017629,0.020613872491076247,12,3,3,0.19622,Prim.CRi.CD4.IL2,CRISPRi,6
51997,POLQ,0.079753,0.08680483952260352,12,3,4,0.17911,Prim.CRi.CD4.IL2,CRISPRi,7
51998,MUSK,-0.070925,0.07517765211019832,12,2,4,0.82727,Prim.CRi.CD4.IL2,CRISPRi,6
51999,KLF5,0.016502,0.02519104048835506,12,3,5,0.25621,Prim.CRi.CD4.IL2,CRISPRi,8
52000,ACACB,0.10773,0.41351357952673695,12,2,4,0.60277,Prim.CRi.CD4.IL2,CRISPRi,6
52001,CETN1,0.10209,0.1132487208717191,12,1,3,0.81633,Prim.CRi.CD4.IL2,CRISPRi,4
52002,CBX1,0.007297,0.0048122778964632615,12,3,4,0.064718,Prim.CRi.CD4.IL2,CRISPRi,7
52003,SFTPA1,0.05223,0.14361686314546296,12,1,3,0.64195,Prim.CRi.CD4.IL2,CRISPRi,4
52004,TBP,0.081131,0.13541258390383698,12,3,3,0.72546,Prim.CRi.CD4.IL2,CRISPRi,6
52005,CACNG4,0.0066327,0.03386455110975259,12,3,2,0.57764,Prim.CRi.CD4.IL2,CRISPRi,5
52006,NOL11,0.11364,0.14273542363586747,12,2,3,0.21297,Prim.CRi.CD4.IL2,CRISPRi,5
52007,DHRS4L1,-0.02515,0.02665799013847709,12,2,2,0.82727,Prim.CRi.CD4.IL2,CRISPRi,4
52008,LRRC17,0.11574,0.24411950275047525,12,2,5,0.31771,Prim.CRi.CD4.IL2,CRISPRi,7
52009,RTTN,0.022108,0.02929835118317244,12,2,3,0.22525,Prim.CRi.CD4.IL2,CRISPRi,5
52010,RAB23,0.23292,0.1739416617831112,12,1,6,0.090274,Prim.CRi.CD4.IL2,CRISPRi,7
52011,OR51V1,-0.012028,0.01274919703322475,12,3,2,0.82727,Prim.CRi.CD4.IL2,CRISPRi,5
52012,PDIA6,-0.037998,0.040276354245799305,12,3,3,0.82727,Prim.CRi.CD4.IL2,CRISPRi,6
52013,SMR3B,0.029451,0.04835428255518134,12,3,2,0.72876,Prim.CRi.CD4.IL2,CRISPRi,5
52014,CXCL2,0.0081767,0.006719544053582797,12,3,5,0.11183,Prim.CRi.CD4.IL2,CRISPRi,8
52015,CWH43,0.057177,0.1235727258965785,12,2,5,0.32179,Prim.CRi.CD4.IL2,CRISPRi,7
52016,MDK,-0.067563,0.0714776240859918,12,3,1,0.82773,Prim.CRi.CD4.IL2,CRISPRi,4
52017,MYOCD,0.051552,0.2745916404120217,12,3,4,0.42554,Prim.CRi.CD4.IL2,CRISPRi,7
52018,DDI1,0.10859,2.741127459083739,12,2,4,0.4842,Prim.CRi.CD4.IL2,CRISPRi,6
52019,PPA2,0.14306,1.3882023202525344,12,2,4,0.45896,Prim.CRi.CD4.IL2,CRISPRi,6
52020,BEST4,-0.068256,0.07220778340648705,12,2,1,0.82774,Prim.CRi.CD4.IL2,CRISPRi,3
52021,F2R,0.068542,0.09392468273360154,12,1,5,0.23277,Prim.CRi.CD4.IL2,CRISPRi,6
52022,MED14OS,0.0063286,0.05697793989102266,12,1,4,0.45578,Prim.CRi.CD4.IL2,CRISPRi,5
52023,CDNF,0.018102,0.03397780132054493,12,3,2,0.7029,Prim.CRi.CD4.IL2,CRISPRi,5
52024,ABL1,0.091216,0.27092986749636433,12,3,4,0.36818,Prim.CRi.CD4.IL2,CRISPRi,7
52025,HAX1,-0.0067398,0.00711318559432847,12,3,3,0.82831,Prim.CRi.CD4.IL2,CRISPRi,6
52026,ATP6V1C2,-0.067754,0.0715075783789031,12,3,1,0.82831,Prim.CRi.CD4.IL2,CRISPRi,4
52027,KLF9,-0.080813,0.0852900482854783,12,2,3,0.82831,Prim.CRi.CD4.IL2,CRISPRi,5
52028,SLC4A8,0.032224,0.05077239330236676,12,2,3,0.26282,Prim.CRi.CD4.IL2,CRISPRi,5
52029,C16orf70,0.34605,0.12543137834849014,12,2,7,0.0029,Prim.CRi.CD4.IL2,CRISPRi,9
52030,RAB3IL1,0.098396,0.06664782311466348,12,1,3,0.069924,Prim.CRi.CD4.IL2,CRISPRi,4
52031,CD55,0.12413,0.11571596903954913,12,3,6,0.1417,Prim.CRi.CD4.IL2,CRISPRi,9
52032,ARHGEF38,0.0089916,0.01608507953008742,12,3,2,0.71192,Prim.CRi.CD4.IL2,CRISPRi,5
52033,CAPZB,-0.085216,0.08977313842294726,12,3,4,0.82875,Prim.CRi.CD4.IL2,CRISPRi,7
52034,MGST1,-0.083221,0.08727646077252763,12,3,1,0.82984,Prim.CRi.CD4.IL2,CRISPRi,4
52035,LYRM2,-0.10511,0.11023213842420036,12,3,3,0.82984,Prim.CRi.CD4.IL2,CRISPRi,6
52036,PICALM,0.22076,0.12206509654576214,12,1,6,0.035261,Prim.CRi.CD4.IL2,CRISPRi,7
52037,NME3,-0.018079,0.018942743966332144,12,3,4,0.83006,Prim.CRi.CD4.IL2,CRISPRi,7
52038,FRMD6,-0.046792,0.04902753889444182,12,3,5,0.83006,Prim.CRi.CD4.IL2,CRISPRi,8
52039,PLA2G12A,-0.034699,0.036356782614511814,12,3,4,0.83006,Prim.CRi.CD4.IL2,CRISPRi,7
52040,SCNN1B,-0.06481,0.06783048204668332,12,3,2,0.83033,Prim.CRi.CD4.IL2,CRISPRi,5
52041,TMEM171,0.097329,1.565926857836549,12,2,4,0.47522,Prim.CRi.CD4.IL2,CRISPRi,6
52042,MESP1,0.24472,0.15950880329762893,12,2,6,0.062489,Prim.CRi.CD4.IL2,CRISPRi,8
52043,ZBED5,0.13866,0.15257618923175248,12,3,6,0.18173,Prim.CRi.CD4.IL2,CRISPRi,9
52044,TTLL6,-0.053714,0.05610572767787801,12,3,2,0.83081,Prim.CRi.CD4.IL2,CRISPRi,5
52045,MUC16,0.19345,0.1411875729635266,12,2,6,0.085318,Prim.CRi.CD4.IL2,CRISPRi,8
52046,NUDT16L1,-0.083921,0.08765775724122576,12,3,3,0.83081,Prim.CRi.CD4.IL2,CRISPRi,6
52047,GALNT14,0.037337,0.13402164267067257,12,2,2,0.60972,Prim.CRi.CD4.IL2,CRISPRi,4
52048,TMEM30A,-0.06073,0.06343412968458002,12,3,2,0.83081,Prim.CRi.CD4.IL2,CRISPRi,5
52049,DCAF7,0.062371,0.9887051857619154,12,2,4,0.52515,Prim.CRi.CD4.IL2,CRISPRi,6
52050,SFTA2,0.00060443,0.0015667759551978404,12,3,4,0.34983,Prim.CRi.CD4.IL2,CRISPRi,7
52051,SERP2,0.014386,0.03845082510697122,12,3,3,0.64585,Prim.CRi.CD4.IL2,CRISPRi,6
52052,TMEM214,0.093288,0.16430973902370632,12,2,2,0.7149,Prim.CRi.CD4.IL2,CRISPRi,4
52053,CCDC7,0.035182,0.4193580648275335,12,2,4,0.46657,Prim.CRi.CD4.IL2,CRISPRi,6
52054,OR4F3,-0.05555,0.057970653092768026,12,1,2,0.83103,Prim.CRi.CD4.IL2,CRISPRi,3
52055,ADGRD2,-0.096256,0.1003590160685935,12,2,5,0.83125,Prim.CRi.CD4.IL2,CRISPRi,7
52056,CIDEB,0.26917,0.122325776070952,12,1,7,0.013888,Prim.CRi.CD4.IL2,CRISPRi,8
52057,PLA2G6,0.14744,0.2581738766268597,12,3,5,0.28397,Prim.CRi.CD4.IL2,CRISPRi,8
52058,LDLRAD2,-0.030488,0.031696924892629416,12,3,3,0.83194,Prim.CRi.CD4.IL2,CRISPRi,6
52059,FXYD1,-0.059884,0.062258549274147854,12,2,2,0.83194,Prim.CRi.CD4.IL2,CRISPRi,4
52060,FOXRED1,0.055298,0.07680191230398152,12,3,5,0.23576,Prim.CRi.CD4.IL2,CRISPRi,8
52061,CEACAM20,0.088414,0.27860317946280583,12,2,5,0.37549,Prim.CRi.CD4.IL2,CRISPRi,7
52062,CLIC5,0.048202,1.160887179850087,12,3,3,0.48344,Prim.CRi.CD4.IL2,CRISPRi,6
52063,POLR2L,-0.026749,0.027731514749489896,12,3,4,0.83262,Prim.CRi.CD4.IL2,CRISPRi,7
52064,ACTR3,-0.062346,0.06457721125212754,12,3,2,0.83284,Prim.CRi.CD4.IL2,CRISPRi,5
52065,EAPP,0.18625,0.09783056118379554,12,2,4,0.028468,Prim.CRi.CD4.IL2,CRISPRi,6
52066,TXLNA,0.21798,0.07975478002897929,12,2,8,0.0031368,Prim.CRi.CD4.IL2,CRISPRi,10
52067,LHFPL3,-0.030676,0.03171471580819495,12,2,2,0.83329,Prim.CRi.CD4.IL2,CRISPRi,4
52068,TGIF1,0.085348,0.12631898986762682,12,3,5,0.24963,Prim.CRi.CD4.IL2,CRISPRi,8
52069,TTC26,-0.096012,0.0991686421637918,12,2,3,0.83352,Prim.CRi.CD4.IL2,CRISPRi,5
52070,PITX3,0.12872,0.13727244623111853,12,3,6,0.1742,Prim.CRi.CD4.IL2,CRISPRi,9
52071,TESK1,-0.056031,0.05781812502458422,12,3,4,0.83375,Prim.CRi.CD4.IL2,CRISPRi,7
52072,MRPS25,0.20074,0.16528724936037636,12,2,6,0.11228,Prim.CRi.CD4.IL2,CRISPRi,8
52073,TBCB,0.095017,0.12278491141901053,12,2,4,0.21951,Prim.CRi.CD4.IL2,CRISPRi,6
52074,ITPKA,0.012629,0.008092836136605793,12,3,5,0.059319,Prim.CRi.CD4.IL2,CRISPRi,8
52075,DLAT,-0.077891,0.08037535607592029,12,3,2,0.83375,Prim.CRi.CD4.IL2,CRISPRi,5
52076,S100P,-0.0016037,0.0016548504774486575,12,2,2,0.83375,Prim.CRi.CD4.IL2,CRISPRi,4
52077,ZNF804B,0.0028883,0.05004892333151398,12,2,4,0.47699,Prim.CRi.CD4.IL2,CRISPRi,6
52078,CLDN22,-0.078279,0.08077573144865215,12,3,0,0.83375,Prim.CRi.CD4.IL2,CRISPRi,3
52079,ADRM1,-0.14429,0.1488921714728857,12,3,2,0.83375,Prim.CRi.CD4.IL2,CRISPRi,5
52080,STRN4,0.029549,0.09089743111922277,12,3,4,0.37256,Prim.CRi.CD4.IL2,CRISPRi,7
52081,DNAJC12,-0.0094672,0.009769159094657311,12,3,3,0.83375,Prim.CRi.CD4.IL2,CRISPRi,6
52082,ZNF511-PRAP1,0.02915,0.1280775833331005,12,3,3,0.40998,Prim.CRi.CD4.IL2,CRISPRi,6
52083,HKR1,0.087409,0.07413854082589237,12,2,6,0.1192,Prim.CRi.CD4.IL2,CRISPRi,8
52084,C8orf34,0.063534,0.2174783262116529,12,3,4,0.61491,Prim.CRi.CD4.IL2,CRISPRi,7
52085,ERMP1,-0.096098,0.09898684938966001,12,3,2,0.83418,Prim.CRi.CD4.IL2,CRISPRi,5
52086,INTU,0.077917,0.056521840481116366,12,2,5,0.08402,Prim.CRi.CD4.IL2,CRISPRi,7
52087,ENTPD7,-0.036989,0.038100944578182,12,3,0,0.83418,Prim.CRi.CD4.IL2,CRISPRi,3
52088,KLF10,0.0037885,0.002554097655715623,12,2,5,0.068997,Prim.CRi.CD4.IL2,CRISPRi,7
52089,KLC4,0.037983,0.378664636132435,12,3,2,0.46005,Prim.CRi.CD4.IL2,CRISPRi,5
52090,MESDC1,0.34766,0.1404208563863318,12,3,8,0.0066461,Prim.CRi.CD4.IL2,CRISPRi,11
52091,VRK3,0.056841,0.34634695198746945,12,1,3,0.56518,Prim.CRi.CD4.IL2,CRISPRi,4
52092,SPATA32,0.077807,1.457978128279113,12,3,3,0.52128,Prim.CRi.CD4.IL2,CRISPRi,6
52093,TTF1,0.10332,0.21098254267268246,12,3,5,0.31217,Prim.CRi.CD4.IL2,CRISPRi,8
52094,NICN1,0.0593,0.062365184112545116,12,2,4,0.17084,Prim.CRi.CD4.IL2,CRISPRi,6
52095,CALB1,0.0066973,0.055343214442160844,12,2,4,0.45184,Prim.CRi.CD4.IL2,CRISPRi,6
52096,ACO1,0.096674,0.23505077107514544,12,3,5,0.34043,Prim.CRi.CD4.IL2,CRISPRi,8
52097,DMRTB1,0.18068,0.12749622486417886,12,3,5,0.078221,Prim.CRi.CD4.IL2,CRISPRi,8
52098,NDUFA6,0.0080414,0.07803082719193857,12,3,3,0.45896,Prim.CRi.CD4.IL2,CRISPRi,6
52099,MAPK9,0.10418,0.1641468450298091,12,3,5,0.26282,Prim.CRi.CD4.IL2,CRISPRi,8
52100,SPATA25,0.043861,0.06392946901894915,12,2,4,0.24633,Prim.CRi.CD4.IL2,CRISPRi,6
52101,SMPD2,0.11675,0.3511953359672624,12,1,3,0.63022,Prim.CRi.CD4.IL2,CRISPRi,4
52102,PNMA1,-0.17664,0.18104181711532702,12,3,1,0.83539,Prim.CRi.CD4.IL2,CRISPRi,4
52103,TRAF7,0.13359,0.18951085653833996,12,3,5,0.24043,Prim.CRi.CD4.IL2,CRISPRi,8
52104,CAPRIN2,0.10962,0.1319769868780486,12,3,3,0.7969,Prim.CRi.CD4.IL2,CRISPRi,6
52105,VTCN1,-0.071743,0.07353081456807578,12,3,4,0.83539,Prim.CRi.CD4.IL2,CRISPRi,7
52106,SUMO1,0.027002,0.03791514652640897,12,3,3,0.76182,Prim.CRi.CD4.IL2,CRISPRi,6
52107,ZFPL1,0.075113,0.08397302919520054,12,2,3,0.81447,Prim.CRi.CD4.IL2,CRISPRi,5
52108,C11orf84,-0.060442,0.06194563533127176,12,2,2,0.8354,Prim.CRi.CD4.IL2,CRISPRi,4
52109,PIM2,0.051152,0.06609784920407986,12,3,5,0.2195,Prim.CRi.CD4.IL2,CRISPRi,8
52110,GLIPR1L1,0.038089,0.07830261952177481,12,2,2,0.68667,Prim.CRi.CD4.IL2,CRISPRi,4
52111,DSG2,-0.075316,0.07718966067651738,12,2,3,0.8354,Prim.CRi.CD4.IL2,CRISPRi,5
52112,TENM4,0.18966,0.07733865997844226,12,3,6,0.0070967,Prim.CRi.CD4.IL2,CRISPRi,9
52113,C9orf163,0.022422,0.14982864050561293,12,3,1,0.55948,Prim.CRi.CD4.IL2,CRISPRi,4
